

         MODEL DEFAULTS
         --------------

Model Name:         SigCake2
Model Description:  
Output File:        UNTITLED.OUT
Output Plot Style:  NOAUTO_FIT
Run Mode:           HI_SPEED
Trace Vars:         QTYPE,Q[TYPE],OPTIME[3],OPTIME[2],INDEX,TYPE,SUPPLY[1;1
Random Number Seed: 12346
Initial Values:     8,4,4,4,120,360,30,30,30,30,.4,.4,.2,.1,.3,.3,.3,.1,.3,.3,.3,.1,.3,.3,.3
Ending Condition:   STOP_ON_TIME
Ending Time:        20000.000
Trace Events:       ALL EVENTS TRACED
Hide Edges:         



 Time        Event       Count       QTYPE       Q[TYPE]     OPTIME[3]   OPTIME[2]   INDEX       TYPE        SUPPLY[1;1 
 781.568     CHECK_S     374         24          0           2           1011        1           1           39          
 781.568     SUP         449         24          0           2           1011        1           1           39          
 781.568     START_S     443         24          0           2           1011        1           1           31          
 782.296     FINISH      441         24          0           2           1011        3           1           31          
 782.296     CHECK_S     375         24          0           2           1011        4           1           31          
 782.296     SUP         450         24          0           2           1011        4           1           31          
 782.296     START_S     444         24          0           2           1011        4           1           31          
 782.530     FINISH      442         24          0           2           1011        2           1           31          
 782.530     CHECK_S     376         24          0           2           1011        3           1           31          
 782.530     SUP         451         24          0           2           1011        3           1           31          
 782.530     START_S     445         24          0           2           1011        3           1           31          
 783.370     FINISH      443         24          0           2           1011        3           2           31          
 783.370     CHECK_S     377         24          0           2           1011        4           2           31          
 783.370     SUP         452         24          0           2           1011        4           2           31          
 783.370     START_S     446         24          0           2           1011        4           2           31          
 784.099     FINISH      444         24          0           2           1011        4           3           31          
 784.099     LEAVE       93          24          0           2           1011        4           3           31          
 784.777     ARRIVE      97          24          0           2           1011        4           3           31          
 784.777     SUP         453         24          0           2           1011        0           3           31          
 784.777     START_S     447         24          0           2           1011        0           3           31          
 786.685     FINISH      445         24          0           2           1011        0           1           31          
 786.685     CHECK_S     378         24          0           2           1011        1           1           31          
 786.685     SUP         454         24          0           2           1011        1           1           31          
 786.685     START_S     448         24          0           2           1011        1           1           31          
 787.309     FINISH      446         24          0           2           1011        1           1           31          
 787.309     CHECK_S     379         24          0           2           1011        2           1           31          
 787.309     CHECK_S     380         24          0           2           1011        3           1           31          
 787.309     SUP         455         24          0           2           1011        3           1           31          
 787.309     START_S     449         24          0           2           1011        3           1           31          
 789.119     FINISH      447         24          0           2           1011        4           3           31          
 789.119     LEAVE       94          24          0           2           1011        4           3           31          
 789.374     FINISH      448         24          0           2           1011        1           3           31          
 789.374     CHECK_S     381         24          0           2           1011        2           3           31          
 789.374     SUP         456         24          0           2           1011        2           3           31          
 789.374     START_S     450         24          0           2           1011        2           3           31          
 793.037     ARRIVE      98          24          0           2           1011        2           3           31          
 793.037     SUP         457         24          0           2           1011        0           3           31          
 793.037     START_S     451         24          0           2           1011        0           3           31          
 794.048     FINISH      449         24          0           2           1011        2           3           31          
 794.048     CHECK_S     382         24          0           2           1011        3           3           31          
 794.048     SUP         458         24          0           2           1011        3           3           31          
 794.048     START_S     452         24          0           2           1011        3           3           31          
 795.090     FINISH      450         24          0           2           1011        0           1           31          
 795.090     CHECK_S     383         24          0           2           1011        1           1           31          
 795.090     SUP         459         24          0           2           1011        1           1           31          
 795.090     START_S     453         24          0           2           1011        1           1           31          
 797.841     FINISH      451         24          0           2           1011        1           3           31          
 797.841     CHECK_S     384         24          0           2           1011        2           3           31          
 797.841     SUP         460         24          0           2           1011        2           3           31          
 797.841     START_S     454         24          0           2           1011        2           3           31          
 800.240     FINISH      452         24          0           2           1011        3           2           31          
 800.240     CHECK_S     385         24          0           2           1011        4           2           31          
 800.240     SUP         461         24          0           2           1011        4           2           31          
 800.240     START_S     455         24          0           2           1011        4           2           31          
 802.733     FINISH      453         24          0           2           1011        3           2           31          
 802.733     CHECK_S     386         24          0           2           1011        4           2           31          
 802.733     SUP         462         24          0           2           1011        4           2           31          
 802.733     START_S     456         24          0           2           1011        4           2           31          
 802.918     ARRIVE      99          24          0           2           1011        4           2           31          
 802.918     SUP         463         24          0           2           1011        0           2           31          
 802.918     START_S     457         24          0           2           1011        0           2           31          
 805.071     FINISH      454         24          0           2           1011        0           1           31          
 805.071     CHECK_S     387         24          0           2           1011        1           1           31          
 805.071     SUP         464         24          0           2           1011        1           1           31          
 805.071     START_S     458         24          0           2           1011        1           1           31          
 805.468     FINISH      455         24          0           2           1011        2           2           31          
 805.468     CHECK_S     388         24          0           2           1011        3           2           31          
 805.468     SUP         465         24          0           2           1011        3           2           31          
 805.468     START_S     459         24          0           2           1011        3           2           31          
 805.790     ARRIVE      100         24          0           2           1011        3           2           31          
 805.790     SUP         466         24          0           2           1011        0           2           31          
 805.790     START_S     460         24          0           2           1011        0           2           31          
 805.997     FINISH      456         24          0           2           1011        4           1           31          
 805.997     LEAVE       95          24          0           2           1011        4           1           31          
 807.048     FINISH      457         24          0           2           1011        0           1           31          
 807.048     CHECK_S     389         24          0           2           1011        1           1           31          
 807.048     SUP         467         24          0           2           1011        1           1           31          
 807.048     START_S     461         24          0           2           1011        1           1           26          
 807.066     FINISH      458         24          0           2           1011        1           3           26          
 807.066     CHECK_S     390         24          0           2           1011        2           3           26          
 807.066     SUP         468         24          0           2           1011        2           3           26          
 807.066     START_S     462         24          0           2           1011        2           3           26          
 808.400     FINISH      459         24          0           2           1011        1           1           26          
 808.400     CHECK_S     391         24          0           2           1011        2           1           26          
 808.400     SUP         469         24          0           2           1011        2           1           26          
 808.400     START_S     463         24          0           2           1011        2           1           26          
 808.400     RESTK       36          24          0           2           1011        1           1           26          
 811.184     FINISH      460         24          0           2           1011        4           1           26          
 811.184     LEAVE       96          24          0           2           1011        4           1           26          
 811.457     FINISH      461         24          0           2           1011        3           1           26          
 811.457     CHECK_S     392         24          0           2           1011        4           1           26          
 811.457     SUP         470         24          0           2           1011        4           1           26          
 811.457     START_S     464         24          0           2           1011        4           1           26          
 811.931     FINISH      462         24          0           2           1011        2           3           26          
 811.931     CHECK_S     393         24          0           2           1011        3           3           26          
 811.931     SUP         471         24          0           2           1011        3           3           26          
 811.931     START_S     465         24          0           2           1011        3           3           26          
 812.210     ARRIVE      101         24          0           2           1011        3           3           26          
 812.210     SUP         472         24          0           2           1011        0           3           26          
 812.210     START_S     466         24          0           2           1011        0           3           26          
 813.159     FINISH      463         24          0           2           1011        2           1           26          
 813.159     CHECK_S     394         24          0           2           1011        3           1           26          
 813.159     SUP         473         24          0           2           1011        3           1           26          
 813.159     START_S     467         24          0           2           1011        3           1           26          
 813.633     ARRIVE      102         24          0           2           1011        3           1           26          
 813.633     SUP         474         24          0           2           1011        0           1           26          
 813.633     START_S     468         24          0           2           1011        0           1           26          
 813.940     FINISH      464         24          0           2           1011        0           1           26          
 813.940     CHECK_S     395         24          0           2           1011        1           1           26          
 813.940     SUP         475         24          0           2           1011        1           1           26          
 813.940     START_S     469         24          0           2           1011        1           1           26          
 814.866     FINISH      465         24          0           2           1011        1           2           26          
 814.866     CHECK_S     396         24          0           2           1011        2           2           26          
 814.866     SUP         476         24          0           2           1011        2           2           26          
 814.866     START_S     470         24          0           2           1011        2           2           26          
 815.384     FINISH      466         24          0           2           1011        0           1           26          
 815.384     CHECK_S     397         24          0           2           1011        1           1           26          
 815.384     SUP         477         24          0           2           1011        1           1           26          
 815.384     START_S     471         24          0           2           1011        1           1           26          
 816.454     FINISH      467         24          0           2           1011        3           1           26          
 816.454     CHECK_S     398         24          0           2           1011        4           1           26          
 816.454     SUP         478         24          0           2           1011        4           1           26          
 816.454     START_S     472         24          0           2           1011        4           1           26          
 816.684     FINISH      468         24          0           2           1011        1           3           26          
 816.684     CHECK_S     399         24          0           2           1011        2           3           26          
 816.684     SUP         479         24          0           2           1011        2           3           26          
 816.684     START_S     473         24          0           2           1011        2           3           26          
 816.701     FINISH      469         24          0           2           1011        2           2           26          
 816.701     CHECK_S     400         24          0           2           1011        3           2           26          
 816.701     SUP         480         24          0           2           1011        3           2           26          
 816.701     START_S     474         24          0           2           1011        3           2           26          
 817.690     FINISH      470         24          0           2           1011        3           2           26          
 817.690     CHECK_S     401         24          0           2           1011        4           2           26          
 817.690     SUP         481         24          0           2           1011        4           2           26          
 817.690     START_S     475         24          0           2           1011        4           2           26          
 818.024     FINISH      471         24          0           2           1011        4           2           26          
 818.024     LEAVE       97          24          0           2           1011        4           2           26          
 819.541     ARRIVE      103         24          0           2           1011        4           2           26          
 819.541     SUP         482         24          0           2           1011        0           2           26          
 819.541     START_S     476         24          0           2           1011        0           2           26          
 819.549     FINISH      472         24          0           2           1011        3           2           26          
 819.549     CHECK_S     402         24          0           2           1011        4           2           26          
 819.549     LEAVE       98          24          0           2           1011        4           2           26          
 820.936     FINISH      473         24          0           2           1011        0           1           26          
 820.936     CHECK_S     403         24          0           2           1011        1           1           26          
 820.936     SUP         483         24          0           2           1011        1           1           26          
 820.936     START_S     477         24          0           2           1011        1           1           26          
 821.880     FINISH      474         24          0           2           1011        1           2           26          
 821.880     CHECK_S     404         24          0           2           1011        2           2           26          
 821.880     SUP         484         24          0           2           1011        2           2           26          
 821.880     START_S     478         24          0           2           1011        2           2           26          
 822.555     AVAIL_W     7           24          0           2           1011        2           2           26          
 823.425     FINISH      475         24          0           2           1011        2           1           26          
 823.425     CHECK_S     405         24          0           2           1011        3           1           26          
 823.425     SUP         485         24          0           2           1011        3           1           26          
 823.425     START_S     479         24          0           2           1011        3           1           26          
 823.995     FINISH      476         24          0           2           1011        4           2           26          
 823.995     LEAVE       99          24          0           2           1011        4           2           26          
 824.231     FINISH      477         24          0           2           1011        4           1           26          
 824.231     LEAVE       100         24          0           2           1011        4           1           26          
 825.875     ARRIVE      104         24          0           2           1011        4           1           26          
 825.875     SUP         486         24          0           2           1011        0           1           26          
 825.875     START_S     480         24          0           2           1011        0           1           26          
 826.414     FINISH      478         24          0           2           1011        2           2           26          
 826.414     CHECK_S     406         24          0           2           1011        3           2           26          
 826.414     SUP         487         24          0           2           1011        3           2           26          
 826.414     START_S     481         24          0           2           1011        3           2           26          
 828.154     FINISH      479         24          0           2           1011        0           1           26          
 828.154     CHECK_S     407         24          0           2           1011        1           1           26          
 828.154     SUP         488         24          0           2           1011        1           1           26          
 828.154     START_S     482         24          0           2           1011        1           1           26          
 829.578     FINISH      480         24          0           2           1011        3           2           26          
 829.578     CHECK_S     408         24          0           2           1011        4           2           26          
 829.578     SUP         489         24          0           2           1011        4           2           26          
 829.578     START_S     483         24          0           2           1011        4           2           26          
 830.007     FINISH      481         24          0           2           1011        3           2           26          
 830.007     CHECK_S     409         24          0           2           1011        4           2           26          
 830.007     SUP         490         24          0           2           1011        4           2           26          
 830.007     START_S     484         24          0           2           1011        4           2           26          
 832.444     FINISH      482         24          0           2           1011        4           3           26          
 832.444     LEAVE       101         24          0           2           1011        4           3           26          
 832.749     ARRIVE      105         24          0           2           1011        4           3           26          
 832.749     SUP         491         24          0           2           1011        0           3           26          
 832.749     START_S     485         24          0           2           1011        0           3           26          
 835.355     FINISH      483         24          0           2           1011        4           2           26          
 835.355     LEAVE       102         24          0           2           1011        4           2           26          
 835.708     FINISH      484         24          0           2           1011        0           1           26          
 835.708     CHECK_S     410         24          0           2           1011        1           1           26          
 835.708     SUP         492         24          0           2           1011        1           1           26          
 835.708     START_S     486         24          0           2           1011        1           1           26          
 836.651     FINISH      485         24          0           2           1011        1           3           26          
 836.651     CHECK_S     411         24          0           2           1011        2           3           26          
 836.651     SUP         493         24          0           2           1011        2           3           26          
 836.651     START_S     487         24          0           2           1011        2           3           26          
 842.591     ARRIVE      106         24          0           2           1011        2           3           26          
 842.591     SUP         494         24          0           2           1011        0           3           26          
 842.591     START_S     488         24          0           2           1011        0           3           26          
 844.351     FINISH      486         24          0           2           1011        1           2           26          
 844.351     CHECK_S     412         24          0           2           1011        2           2           26          
 844.351     SUP         495         24          0           2           1011        2           2           26          
 844.351     START_S     489         24          0           2           1011        2           2           26          
 844.668     FINISH      487         24          0           2           1011        0           1           26          
 844.668     CHECK_S     413         24          0           2           1011        1           1           26          
 844.668     SUP         496         24          0           2           1011        1           1           26          
 844.668     START_S     490         24          0           2           1011        1           1           25          
 845.222     FINISH      488         24          0           2           1011        1           1           25          
 845.222     CHECK_S     414         24          0           2           1011        2           1           25          
 845.222     SUP         497         24          0           2           1011        2           1           25          
 845.222     START_S     491         24          0           2           1011        2           1           25          
 845.725     FINISH      489         24          0           2           1011        2           2           25          
 845.725     CHECK_S     415         24          0           2           1011        3           2           25          
 845.725     SUP         498         24          0           2           1011        3           2           25          
 845.725     START_S     492         24          0           2           1011        3           2           25          
 845.725     RESTK       37          24          0           2           1011        2           2           25          
 847.224     ARRIVE      107         24          0           2           1011        2           2           25          
 847.224     SUP         499         24          0           2           1011        0           2           25          
 847.224     START_S     493         24          0           2           1011        0           2           25          
 847.717     FINISH      490         24          0           2           1011        3           2           25          
 847.717     CHECK_S     416         24          0           2           1011        4           2           25          
 847.717     LEAVE       103         24          0           2           1011        4           2           25          
 848.846     FINISH      491         24          0           2           1011        0           1           25          
 848.846     CHECK_S     417         24          0           2           1011        1           1           25          
 848.846     SUP         500         24          0           2           1011        1           1           25          
 848.846     START_S     494         24          0           2           1011        1           1           19          
 849.826     ARRIVE      108         24          0           2           1011        1           1           19          
 849.826     SUP         501         24          0           2           1011        0           1           19          
 849.826     START_S     495         24          0           2           1011        0           1           19          
 851.123     FINISH      492         24          0           2           1011        0           1           19          
 851.123     CHECK_S     418         24          0           2           1011        1           1           19          
 851.123     SUP         502         24          0           2           1011        1           1           19          
 851.123     START_S     496         24          0           2           1011        1           1           19          
 851.263     FINISH      493         24          0           2           1011        2           2           19          
 851.263     CHECK_S     419         24          0           2           1011        3           2           19          
 851.263     SUP         503         24          0           2           1011        3           2           19          
 851.263     START_S     497         24          0           2           1011        3           2           19          
 853.140     FINISH      494         24          0           2           1011        1           1           19          
 853.140     CHECK_S     420         24          0           2           1011        2           1           19          
 853.140     SUP         504         24          0           2           1011        2           1           19          
 853.140     START_S     498         24          0           2           1011        2           1           19          
 853.187     FINISH      495         24          0           2           1011        1           2           19          
 853.187     CHECK_S     421         24          0           2           1011        2           2           19          
 853.187     SUP         505         24          0           2           1011        2           2           19          
 853.187     START_S     499         24          0           2           1011        2           2           19          
 854.900     ARRIVE      109         24          0           2           1011        2           2           19          
 854.900     SUP         506         24          0           2           1011        0           2           19          
 854.900     START_S     500         24          0           2           1011        0           2           19          
 855.354     FINISHR     36          8           0           2           1011        1           1           67          
 856.166     FINISH      496         8           0           2           1011        3           2           67          
 856.166     CHECK_S     422         8           0           2           1011        4           2           67          
 856.166     SUP         507         8           0           2           1011        4           2           67          
 856.166     START_S     501         8           0           2           1011        4           2           67          
 856.524     FINISH      497         8           0           2           1011        0           1           67          
 856.524     CHECK_S     423         8           0           2           1011        1           1           67          
 856.524     SUP         508         8           0           2           1011        1           1           67          
 856.524     START_S     502         8           0           2           1011        1           1           67          
 858.315     FINISH      498         8           0           2           1011        2           1           67          
 858.315     CHECK_S     424         8           0           2           1011        3           1           67          
 858.315     SUP         509         8           0           2           1011        3           1           67          
 858.315     START_S     503         8           0           2           1011        3           1           67          
 859.073     FINISH      499         8           0           2           1011        2           1           67          
 859.073     CHECK_S     425         8           0           2           1011        3           1           67          
 859.073     SUP         510         8           0           2           1011        3           1           67          
 859.073     START_S     504         8           0           2           1011        3           1           67          
 859.977     FINISHR     37          26          0           2           1011        2           2           67          
 860.388     FINISH      500         26          0           2           1011        1           2           67          
 860.388     CHECK_S     426         26          0           2           1011        2           2           67          
 860.388     CHECK_S     427         26          0           2           1011        3           2           67          
 860.388     SUP         511         26          0           2           1011        3           2           67          
 860.388     START_S     505         26          0           2           1011        3           2           67          
 862.305     FINISH      501         26          0           2           1011        2           1           67          
 862.305     CHECK_S     428         26          0           2           1011        3           1           67          
 862.305     SUP         512         26          0           2           1011        3           1           67          
 862.305     START_S     506         26          0           2           1011        3           1           67          
 863.384     FINISH      502         26          0           2           1011        3           2           67          
 863.384     CHECK_S     429         26          0           2           1011        4           2           67          
 863.384     SUP         513         26          0           2           1011        4           2           67          
 863.384     START_S     507         26          0           2           1011        4           2           67          
 863.867     ARRIVE      110         26          0           2           1011        4           2           67          
 863.867     SUP         514         26          0           2           1011        0           2           67          
 863.867     START_S     508         26          0           2           1011        0           2           67          
 865.162     FINISH      503         26          0           2           1011        0           1           67          
 865.162     CHECK_S     430         26          0           2           1011        1           1           67          
 865.162     SUP         515         26          0           2           1011        1           1           67          
 865.162     START_S     509         26          0           2           1011        1           1           67          
 865.977     FINISH      504         26          0           2           1011        1           2           67          
 865.977     CHECK_S     431         26          0           2           1011        2           2           67          
 865.977     SUP         516         26          0           2           1011        2           2           67          
 865.977     START_S     510         26          0           2           1011        2           2           67          
 867.407     FINISH      505         26          0           2           1011        2           3           67          
 867.407     CHECK_S     432         26          0           2           1011        3           3           67          
 867.407     SUP         517         26          0           2           1011        3           3           67          
 867.407     START_S     511         26          0           2           1011        3           3           67          
 867.979     FINISH      506         26          0           2           1011        3           1           67          
 867.979     CHECK_S     433         26          0           2           1011        4           1           67          
 867.979     LEAVE       104         26          0           2           1011        4           1           67          
 869.546     FINISH      507         26          0           2           1011        4           2           67          
 869.546     LEAVE       105         26          0           2           1011        4           2           67          
 869.798     FINISH      508         26          0           2           1011        3           3           67          
 869.798     CHECK_S     434         26          0           2           1011        4           3           67          
 869.798     LEAVE       106         26          0           2           1011        4           3           67          
 870.508     FINISH      509         26          0           2           1011        3           1           67          
 870.508     CHECK_S     435         26          0           2           1011        4           1           67          
 870.508     LEAVE       107         26          0           2           1011        4           1           67          
 871.560     FINISH      510         26          0           2           1011        3           2           67          
 871.560     CHECK_S     436         26          0           2           1011        4           2           67          
 871.560     SUP         518         26          0           2           1011        4           2           67          
 871.560     START_S     512         26          0           2           1011        4           2           67          
 872.722     ARRIVE      111         26          0           2           1011        4           2           67          
 872.722     SUP         519         26          0           2           1011        0           2           67          
 872.722     START_S     513         26          0           2           1011        0           2           67          
 874.868     FINISH      511         26          0           2           1011        0           1           67          
 874.868     CHECK_S     437         26          0           2           1011        1           1           67          
 874.868     SUP         520         26          0           2           1011        1           1           67          
 874.868     START_S     514         26          0           2           1011        1           1           58          
 875.088     FINISH      512         26          0           2           1011        4           3           58          
 875.088     LEAVE       108         26          0           2           1011        4           3           58          
 877.038     ARRIVE      112         26          0           2           1011        4           3           58          
 877.038     SUP         521         26          0           2           1011        0           3           58          
 877.038     START_S     515         26          0           2           1011        0           3           58          
 879.101     FINISH      513         26          0           2           1011        0           1           58          
 879.101     CHECK_S     438         26          0           2           1011        1           1           58          
 879.101     SUP         522         26          0           2           1011        1           1           58          
 879.101     START_S     516         26          0           2           1011        1           1           55          
 879.988     FINISH      514         26          0           2           1011        1           1           55          
 879.988     CHECK_S     439         26          0           2           1011        2           1           55          
 879.988     SUP         523         26          0           2           1011        2           1           55          
 879.988     START_S     517         26          0           2           1011        2           1           55          
 880.914     FINISH      515         26          0           2           1011        1           1           55          
 880.914     CHECK_S     440         26          0           2           1011        2           1           55          
 880.914     SUP         524         26          0           2           1011        2           1           55          
 880.914     START_S     518         26          0           2           1011        2           1           55          
 884.838     ARRIVE      113         26          0           2           1011        2           1           55          
 884.838     SUP         525         26          0           2           1011        0           1           55          
 884.838     START_S     519         26          0           2           1011        0           1           55          
 885.137     FINISH      516         26          0           2           1011        4           3           55          
 885.137     LEAVE       109         26          0           2           1011        4           3           55          
 885.542     FINISH      517         26          0           2           1011        2           1           55          
 885.542     CHECK_S     441         26          0           2           1011        3           1           55          
 885.542     CHECK_S     442         26          0           2           1011        4           1           55          
 885.542     SUP         526         26          0           2           1011        4           1           55          
 885.542     START_S     520         26          0           2           1011        4           1           55          
 886.158     FINISH      518         26          0           2           1011        0           1           55          
 886.158     CHECK_S     443         26          0           2           1011        1           1           55          
 886.158     SUP         527         26          0           2           1011        1           1           55          
 886.158     START_S     521         26          0           2           1011        1           1           49          
 888.286     FINISH      519         26          0           2           1011        4           2           49          
 888.286     LEAVE       110         26          0           2           1011        4           2           49          
 888.482     FINISH      520         26          0           2           1011        1           1           49          
 888.482     CHECK_S     444         26          0           2           1011        2           1           49          
 888.482     SUP         528         26          0           2           1011        2           1           49          
 888.482     START_S     522         26          0           2           1011        2           1           49          
 889.562     FINISH      521         26          0           2           1011        2           1           49          
 889.562     CHECK_S     445         26          0           2           1011        3           1           49          
 889.562     CHECK_S     446         26          0           2           1011        4           1           49          
 889.562     SUP         529         26          0           2           1011        4           1           49          
 889.562     START_S     523         26          0           2           1011        4           1           49          
 893.298     ARRIVE      114         26          0           2           1011        4           1           49          
 893.298     SUP         530         26          0           2           1011        0           1           49          
 893.298     START_S     524         26          0           2           1011        0           1           49          
 894.691     FINISH      522         26          0           2           1011        0           1           49          
 894.691     CHECK_S     447         26          0           2           1011        1           1           49          
 894.691     SUP         531         26          0           2           1011        1           1           49          
 894.691     START_S     525         26          0           2           1011        1           1           42          
 898.845     FINISH      523         26          0           2           1011        4           2           42          
 898.845     LEAVE       111         26          0           2           1011        4           2           42          
 899.390     FINISH      524         26          0           2           1011        2           2           42          
 899.390     CHECK_S     448         26          0           2           1011        3           2           42          
 899.390     SUP         532         26          0           2           1011        3           2           42          
 899.390     START_S     526         26          0           2           1011        3           2           42          
