

         MODEL DEFAULTS
         --------------

Model Name:         SigCake2
Model Description:  
Output File:        UNTITLED.OUT
Output Plot Style:  NOAUTO_FIT
Run Mode:           HI_SPEED
Trace Vars:         QTYPE,Q[TYPE],OPTIME[3],OPTIME[2],INDEX,TYPE,SUPPLY[1;1
Random Number Seed: 12346
Initial Values:     8,4,4,4,120,360,30,30,30,30,.4,.4,.2,.1,.3,.3,.3,.1,.3,.3,.3,.1,.3,.3,.3
Ending Condition:   STOP_ON_TIME
Ending Time:        20000.000
Trace Events:       ALL EVENTS TRACED
Hide Edges:         



 Time        Event       Count       QTYPE       Q[TYPE]     OPTIME[3]   OPTIME[2]   INDEX       TYPE        SUPPLY[1;1 
 369.277     SUP         226         2           1           1           480         3           2           19          
 369.277     START_S     222         2           1           1           480         3           2           19          
 369.411     FINISHR     17          9           0           1           480         2           1           19          
 369.840     FINISH      218         9           0           1           480         0           1           19          
 369.840     CHECK_S     188         9           0           1           480         1           1           19          
 369.840     SUP         227         9           0           1           480         1           1           19          
 369.840     START_S     223         9           0           1           480         1           1           14          
 370.494     FINISH      219         9           0           1           480         3           3           14          
 370.494     CHECK_S     189         9           0           1           480         4           3           14          
 370.494     SUP         228         9           0           1           480         4           3           14          
 370.494     START_S     224         9           0           1           480         4           3           14          
 370.564     FINISH      220         9           0           1           480         0           1           14          
 370.564     CHECK_S     190         9           0           1           480         1           1           14          
 370.564     SUP         229         9           0           1           480         1           1           14          
 370.564     START_S     225         9           0           1           480         1           1           10          
 371.373     FINISH      221         9           0           1           480         1           1           10          
 371.373     CHECK_S     191         9           0           1           480         2           1           10          
 371.373     SUP         230         9           0           1           480         2           1           10          
 371.373     START_S     226         9           0           1           480         2           1           10          
 371.549     FINISHR     18          30          1           1           480         4           2           10          
 371.938     AVAIL_W     4           30          1           1           480         4           2           10          
 371.938     NEXTQ       7           30          0           1           480         0           2           10          
 371.938     SUP         231         30          0           1           480         0           2           10          
 371.938     START_S     227         30          0           1           480         0           2           10          
 372.209     FINISH      222         30          0           1           480         4           3           10          
 372.209     LEAVE       45          30          0           1           480         4           3           10          
 373.945     FINISH      223         30          0           1           480         1           1           10          
 373.945     CHECK_S     192         30          0           1           480         2           1           10          
 373.945     SUP         232         30          0           1           480         2           1           10          
 373.945     START_S     228         30          0           1           480         2           1           10          
 374.836     FINISH      224         30          0           1           480         0           1           10          
 374.836     CHECK_S     193         30          0           1           480         1           1           10          
 374.836     SUP         233         30          0           1           480         1           1           10          
 374.836     START_S     229         30          0           1           480         1           1           10          
 376.114     FINISH      225         30          0           1           480         2           3           10          
 376.114     CHECK_S     194         30          0           1           480         3           3           10          
 376.114     SUP         234         30          0           1           480         3           3           10          
 376.114     START_S     230         30          0           1           480         3           3           10          
 376.114     RESTK       20          30          0           1           480         2           3           10          
 376.140     ARRIVE      51          30          0           1           480         2           3           10          
 376.140     SUP         235         30          0           1           480         0           3           10          
 376.140     START_S     231         30          0           1           480         0           3           10          
 376.656     FINISH      226         30          0           1           480         4           3           10          
 376.656     LEAVE       46          30          0           1           480         4           3           10          
 377.170     FINISH      227         30          0           1           480         1           2           10          
 377.170     CHECK_S     195         30          0           1           480         2           2           10          
 377.170     SUP         236         30          0           1           480         2           2           10          
 377.170     START_S     232         30          0           1           480         2           2           10          
 378.182     FINISH      228         30          0           1           480         4           2           10          
 378.182     LEAVE       47          30          0           1           480         4           2           10          
 379.092     FINISH      229         30          0           1           480         0           1           10          
 379.092     CHECK_S     196         30          0           1           480         1           1           10          
 379.092     SUP         237         30          0           1           480         1           1           10          
 379.092     START_S     233         30          0           1           480         1           1           9           
 379.221     ARRIVE      52          30          0           1           480         1           1           9           
 379.221     SUP         238         30          0           1           480         0           1           9           
 379.221     START_S     234         30          0           1           480         0           1           9           
 379.389     FINISH      230         30          0           1           480         1           1           9           
 379.389     CHECK_S     197         30          0           1           480         2           1           9           
 379.389     CHECK_S     198         30          0           1           480         3           1           9           
 379.389     SUP         239         30          0           1           480         3           1           9           
 379.389     START_S     235         30          0           1           480         3           1           9           
 380.221     FINISH      231         30          0           1           480         2           3           9           
 380.221     CHECK_S     199         30          0           1           480         3           3           9           
 380.221     SUP         240         30          0           1           480         3           3           9           
 380.221     START_S     236         30          0           1           480         3           3           9           
 380.575     FINISH      232         30          0           1           480         2           2           9           
 380.575     CHECK_S     200         30          0           1           480         3           2           9           
 380.575     SUP         241         30          0           1           480         3           2           9           
 380.575     START_S     237         30          0           1           480         3           2           9           
 380.840     FINISH      233         30          0           1           480         3           1           9           
 380.840     CHECK_S     201         30          0           1           480         4           1           9           
 380.840     SUP         242         30          0           1           480         4           1           9           
 380.840     START_S     238         30          0           1           480         4           1           9           
 380.840     RESTK       21          30          0           1           480         3           1           9           
 380.846     ARRIVE      53          30          0           1           480         3           1           9           
 380.846     SUP         243         30          0           1           480         0           1           9           
 380.846     START_S     239         30          0           1           480         0           1           9           
 381.915     FINISH      234         30          0           1           480         0           1           9           
 381.915     CHECK_S     202         30          0           1           480         1           1           9           
 381.915     SUP         244         30          0           1           480         1           1           9           
 381.915     START_S     240         30          0           1           480         1           1           9           
 382.378     FINISH      235         30          0           1           480         4           2           9           
 382.378     LEAVE       48          30          0           1           480         4           2           9           
 382.446     FINISH      236         30          0           1           480         3           2           9           
 382.446     CHECK_S     203         30          0           1           480         4           2           9           
 382.446     SUP         245         30          0           1           480         4           2           9           
 382.446     START_S     241         30          0           1           480         4           2           9           
 382.446     RESTK       22          30          0           1           480         3           2           9           
 382.692     FINISH      237         30          0           1           480         3           1           9           
 382.692     CHECK_S     204         30          0           1           480         4           1           9           
 382.692     SUP         246         30          0           1           480         4           1           9           
 382.692     START_S     242         30          0           1           480         4           1           9           
 382.913     FINISH      238         30          0           1           480         0           1           9           
 382.913     CHECK_S     205         30          0           1           480         1           1           9           
 382.913     SUP         247         30          0           1           480         1           1           9           
 382.913     START_S     243         30          0           1           480         1           1           9           
 383.608     ARRIVE      54          30          0           1           480         1           1           9           
 383.608     JOINQ       8           2           0           1           480         1           0           9           
 385.073     FINISH      239         2           0           1           480         1           3           9           
 385.073     CHECK_S     206         2           0           1           480         2           3           9           
 385.073     SUP         248         2           0           1           480         2           3           9           
 385.073     START_S     244         2           0           1           480         2           3           9           
 385.800     FINISH      240         2           0           1           480         4           3           9           
 385.800     NEXTQ       8           2           0           1           480         0           3           9           
 385.800     SUP         249         2           0           1           480         0           3           9           
 385.800     START_S     245         2           0           1           480         0           3           9           
 385.800     LEAVE       49          2           0           1           480         0           3           9           
 385.800     RESTK       23          2           0           1           480         4           3           9           
 385.913     FINISH      241         2           0           1           480         1           3           9           
 385.913     CHECK_S     207         2           0           1           480         2           3           9           
 385.913     SUP         250         2           0           1           480         2           3           9           
 385.913     JOINQ       9           2           0           1           480         2           0           9           
 387.440     FINISH      242         2           0           1           480         4           3           9           
 387.440     NEXTQ       9           2           0           1           480         2           3           9           
 387.440     SUP         251         2           0           1           480         2           3           9           
 387.440     START_S     246         2           0           1           480         2           3           9           
 387.440     LEAVE       50          2           0           1           480         2           3           9           
 387.918     FINISHR     19          59          0           1           480         4           3           9           
 388.072     ARRIVE      55          59          0           1           480         4           3           9           
 388.072     SUP         252         59          0           1           480         0           3           9           
 388.072     START_S     247         59          0           1           480         0           3           9           
 388.227     FINISH      243         59          0           1           480         0           1           9           
 388.227     CHECK_S     208         59          0           1           480         1           1           9           
 388.227     SUP         253         59          0           1           480         1           1           9           
 388.227     START_S     248         59          0           1           480         1           1           2           
 388.237     FINISHR     20          10          0           1           480         3           1           2           
 389.140     FINISH      244         10          0           1           480         0           1           2           
 389.140     CHECK_S     209         10          0           1           480         1           1           2           
 389.140     SUP         254         10          0           1           480         1           1           2           
 389.140     START_S     249         10          0           1           480         1           1           0           
 389.218     FINISH      245         10          0           1           480         3           2           0           
 389.218     CHECK_S     210         10          0           1           480         4           2           0           
 389.218     SUP         255         10          0           1           480         4           2           0           
 389.218     START_S     250         10          0           1           480         4           2           0           
 389.714     FINISHR     21          53          0           1           480         2           3           0           
 390.318     FINISH      246         53          0           1           480         1           1           0           
 390.318     CHECK_S     211         53          0           1           480         2           1           0           
 390.318     SUP         256         53          0           1           480         2           1           0           
 390.318     START_S     251         53          0           1           480         2           1           0           
 391.931     FINISHR     22          28          0           1           480         3           2           0           
 392.258     FINISH      247         28          0           1           480         2           2           0           
 392.258     CHECK_S     212         28          0           1           480         3           2           0           
 392.258     SUP         257         28          0           1           480         3           2           0           
 392.258     START_S     252         28          0           1           480         3           2           0           
 393.368     FINISH      248         28          0           1           480         2           3           0           
 393.368     CHECK_S     213         28          0           1           480         3           3           0           
 393.368     SUP         258         28          0           1           480         3           3           0           
 393.368     START_S     253         28          0           1           480         3           3           0           
 393.913     FINISH      249         28          0           1           480         1           1           0           
 393.913     CHECK_S     214         28          0           1           480         2           1           0           
 393.913     SUP         259         28          0           1           480         2           1           0           
 393.913     START_S     254         28          0           1           480         2           1           0           
 395.606     FINISH      250         28          0           1           480         3           1           0           
 395.606     CHECK_S     215         28          0           1           480         4           1           0           
 395.606     SUP         260         28          0           1           480         4           1           0           
 395.606     START_S     255         28          0           1           480         4           1           0           
 396.312     FINISH      251         28          0           1           480         4           2           0           
 396.312     LEAVE       51          28          0           1           480         4           2           0           
 397.315     FINISH      252         28          0           1           480         4           2           0           
 397.315     LEAVE       52          28          0           1           480         4           2           0           
 397.932     ARRIVE      56          28          0           1           480         4           2           0           
 397.932     SUP         261         28          0           1           480         0           2           0           
 397.932     START_S     256         28          0           1           480         0           2           0           
 398.767     FINISH      253         28          0           1           480         2           1           0           
 398.767     CHECK_S     216         28          0           1           480         3           1           0           
 398.767     SUP         262         28          0           1           480         3           1           0           
 398.767     START_S     257         28          0           1           480         3           1           0           
 399.593     FINISH      254         28          0           1           480         0           1           0           
 399.593     CHECK_S     217         28          0           1           480         1           1           0           
 399.593     SUP         263         28          0           1           480         1           1           0           
 399.593     START_S     258         28          0           1           480         1           1           0           
 400.368     FINISH      255         28          0           1           480         3           1           0           
 400.368     CHECK_S     218         28          0           1           480         4           1           0           
 400.368     SUP         264         28          0           1           480         4           1           0           
 400.368     START_S     259         28          0           1           480         4           1           0           
 400.705     FINISH      256         28          0           1           480         1           3           0           
 400.705     CHECK_S     219         28          0           1           480         2           3           0           
 400.705     SUP         265         28          0           1           480         2           3           0           
 400.705     START_S     260         28          0           1           480         2           3           0           
 400.705     RESTK       24          28          0           1           480         1           3           0           
 403.082     FINISH      257         28          0           1           480         3           3           0           
 403.082     CHECK_S     220         28          0           1           480         4           3           0           
 403.082     SUP         266         28          0           1           480         4           3           0           
 403.082     START_S     261         28          0           1           480         4           3           0           
 403.082     RESTK       25          28          0           1           480         3           3           0           
 404.787     ARRIVE      57          28          0           1           480         3           3           0           
 404.787     SUP         267         28          0           1           480         0           3           0           
 404.787     START_S     262         28          0           1           480         0           3           0           
 405.509     FINISH      258         28          0           1           480         4           2           0           
 405.509     LEAVE       53          28          0           1           480         4           2           0           
 405.509     RESTK       26          28          0           1           480         4           2           0           
 406.288     FINISH      259         28          0           1           480         0           1           0           
 406.288     CHECK_S     221         28          0           1           480         1           1           0           
 406.288     SUP         268         28          0           1           480         1           1           0           
 406.288     START_S     263         28          0           1           480         1           1           0           
 406.768     ARRIVE      58          28          0           1           480         1           1           0           
 406.768     SUP         269         28          0           1           480         0           1           0           
 406.768     START_S     264         28          0           1           480         0           1           0           
 407.365     FINISH      260         28          0           1           480         2           2           0           
 407.365     CHECK_S     222         28          0           1           480         3           2           0           
 407.365     SUP         270         28          0           1           480         3           2           0           
 407.365     START_S     265         28          0           1           480         3           2           0           
 407.710     FINISH      261         28          0           1           480         2           1           0           
 407.710     CHECK_S     223         28          0           1           480         3           1           0           
 407.710     SUP         271         28          0           1           480         3           1           0           
 407.710     START_S     266         28          0           1           480         3           1           0           
 408.151     FINISH      262         28          0           1           480         0           1           0           
 408.151     CHECK_S     224         28          0           1           480         1           1           0           
 408.151     SUP         272         28          0           1           480         1           1           0           
 408.151     START_S     267         28          0           1           480         1           1           0           
 409.220     ARRIVE      59          28          0           1           480         1           1           0           
 409.220     JOINQ       10          2           0           1           480         1           0           0           
 409.232     FINISHR     23          30          1           1           480         4           2           0           
 409.267     FINISHR     24          8           0           1           480         1           1           48          
 409.509     FINISH      263         8           0           1           480         4           3           48          
 409.509     NEXTQ       10          8           0           1           480         0           3           48          
 409.509     SUP         273         8           0           1           480         0           3           48          
 409.509     START_S     268         8           0           1           480         0           3           48          
 409.509     LEAVE       54          8           0           1           480         0           3           48          
 409.859     FINISH      264         8           0           1           480         1           2           48          
 409.859     CHECK_S     225         8           0           1           480         2           2           48          
 409.859     SUP         274         8           0           1           480         2           2           48          
 409.859     START_S     269         8           0           1           480         2           2           48          
 412.027     FINISH      265         8           0           1           480         1           3           48          
 412.027     CHECK_S     226         8           0           1           480         2           3           48          
 412.027     SUP         275         8           0           1           480         2           3           48          
 412.027     START_S     270         8           0           1           480         2           3           48          
 412.411     FINISH      266         8           0           1           480         0           1           48          
 412.411     CHECK_S     227         8           0           1           480         1           1           48          
 412.411     SUP         276         8           0           1           480         1           1           48          
 412.411     START_S     271         8           0           1           480         1           1           42          
 412.442     FINISHR     25          56          0           1           480         3           3           42          
 413.489     FINISH      267         56          0           1           480         3           3           42          
 413.489     CHECK_S     228         56          0           1           480         4           3           42          
 413.489     SUP         277         56          0           1           480         4           3           42          
 413.489     START_S     272         56          0           1           480         4           3           42          
 413.641     FINISH      268         56          0           1           480         3           2           42          
 413.641     CHECK_S     229         56          0           1           480         4           2           42          
 413.641     SUP         278         56          0           1           480         4           2           42          
 413.641     START_S     273         56          0           1           480         4           2           42          
 416.718     FINISH      269         56          0           1           480         1           1           42          
 416.718     CHECK_S     230         56          0           1           480         2           1           42          
 416.718     SUP         279         56          0           1           480         2           1           42          
 416.718     START_S     274         56          0           1           480         2           1           42          
 417.107     AVAIL_W     5           56          0           1           480         2           1           42          
 417.520     FINISH      270         56          0           1           480         2           3           42          
 417.520     CHECK_S     231         56          0           1           480         3           3           42          
 417.520     SUP         280         56          0           1           480         3           3           42          
 417.520     START_S     275         56          0           1           480         3           3           42          
 418.273     ARRIVE      60          56          0           1           480         3           3           42          
 418.273     SUP         281         56          0           1           480         0           3           42          
 418.273     START_S     276         56          0           1           480         0           3           42          
 420.107     FINISH      271         56          0           1           480         4           2           42          
 420.107     LEAVE       55          56          0           1           480         4           2           42          
 420.120     FINISH      272         56          0           1           480         2           1           42          
 420.120     CHECK_S     232         56          0           1           480         3           1           42          
 420.120     CHECK_S     233         56          0           1           480         4           1           42          
 420.120     SUP         282         56          0           1           480         4           1           42          
 420.120     START_S     277         56          0           1           480         4           1           42          
 420.120     RESTK       27          56          0           1           480         2           1           42          
 420.910     FINISH      273         56          0           1           480         0           1           42          
 420.910     CHECK_S     234         56          0           1           480         1           1           42          
 420.910     SUP         283         56          0           1           480         1           1           42          
 420.910     START_S     278         56          0           1           480         1           1           35          
 422.721     FINISH      274         56          0           1           480         4           2           35          
 422.721     LEAVE       56          56          0           1           480         4           2           35          
 425.532     FINISH      275         56          0           1           480         2           2           35          
 425.532     CHECK_S     235         56          0           1           480         3           2           35          
 425.532     SUP         284         56          0           1           480         3           2           35          
 425.532     START_S     279         56          0           1           480         3           2           35          
 427.261     FINISH      276         56          0           1           480         1           1           35          
 427.261     CHECK_S     236         56          0           1           480         2           1           35          
 427.261     SUP         285         56          0           1           480         2           1           35          
 427.261     START_S     280         56          0           1           480         2           1           35          
 427.276     ARRIVE      61          56          0           1           480         2           1           35          
 427.276     SUP         286         56          0           1           480         0           1           35          
 427.276     START_S     281         56          0           1           480         0           1           35          
 428.611     FINISH      277         56          0           1           480         0           1           35          
 428.611     CHECK_S     237         56          0           1           480         1           1           35          
 428.611     SUP         287         56          0           1           480         1           1           35          
 428.611     START_S     282         56          0           1           480         1           1           35          
 428.711     FINISH      278         56          0           1           480         4           3           35          
 428.711     LEAVE       57          56          0           1           480         4           3           35          
 429.274     FINISH      279         56          0           1           480         3           1           35          
 429.274     CHECK_S     238         56          0           1           480         4           1           35          
 429.274     SUP         288         56          0           1           480         4           1           35          
 429.274     START_S     283         56          0           1           480         4           1           35          
 429.274     RESTK       28          56          0           1           480         3           1           35          
 429.637     FINISH      280         56          0           1           480         3           1           35          
 429.637     CHECK_S     239         56          0           1           480         4           1           35          
 429.637     SUP         289         56          0           1           480         4           1           35          
 429.637     START_S     284         56          0           1           480         4           1           35          
 431.307     FINISH      281         56          0           1           480         2           1           35          
 431.307     CHECK_S     240         56          0           1           480         3           1           35          
 431.307     SUP         290         56          0           1           480         3           1           35          
 431.307     START_S     285         56          0           1           480         3           1           35          
 434.000     FINISHR     26          9           0           1           480         2           1           35          
 434.560     ARRIVE      62          9           0           1           480         2           1           35          
 434.560     SUP         291         9           0           1           480         0           1           35          
 434.560     START_S     286         9           0           1           480         0           1           35          
 435.460     FINISH      282         9           0           1           480         1           2           35          
 435.460     CHECK_S     241         9           0           1           480         2           2           35          
 435.460     SUP         292         9           0           1           480         2           2           35          
 435.460     START_S     287         9           0           1           480         2           2           35          
 436.714     FINISH      283         9           0           1           480         4           1           35          
 436.714     LEAVE       58          9           0           1           480         4           1           35          
 436.714     RESTK       29          9           0           1           480         4           1           35          
 437.249     FINISH      284         9           0           1           480         0           1           35          
 437.249     CHECK_S     242         9           0           1           480         1           1           35          
 437.249     SUP         293         9           0           1           480         1           1           35          
 437.249     START_S     288         9           0           1           480         1           1           31          
 437.509     FINISHR     27          10          0           1           480         3           1           31          
 438.972     FINISHR     28          11          0           1           480         4           1           31          
 440.885     FINISH      285         11          0           1           480         1           1           31          
 440.885     CHECK_S     243         11          0           1           480         2           1           31          
 440.885     SUP         294         11          0           1           480         2           1           31          
 440.885     START_S     289         11          0           1           480         2           1           31          
 441.357     FINISH      286         11          0           1           480         4           1           31          
 441.357     LEAVE       59          11          0           1           480         4           1           31          
 441.408     ARRIVE      63          11          0           1           480         4           1           31          
 441.408     SUP         295         11          0           1           480         0           1           31          
 441.408     START_S     290         11          0           1           480         0           1           31          
 442.627     FINISH      287         11          0           1           480         0           1           31          
 442.627     CHECK_S     244         11          0           1           480         1           1           31          
 442.627     SUP         296         11          0           1           480         1           1           31          
 442.627     START_S     291         11          0           1           480         1           1           31          
 444.506     FINISH      288         11          0           1           480         3           1           31          
 444.506     CHECK_S     245         11          0           1           480         4           1           31          
 444.506     SUP         297         11          0           1           480         4           1           31          
 444.506     START_S     292         11          0           1           480         4           1           31          
 446.040     FINISH      289         11          0           1           480         1           2           31          
 446.040     CHECK_S     246         11          0           1           480         2           2           31          
 446.040     SUP         298         11          0           1           480         2           2           31          
 446.040     START_S     293         11          0           1           480         2           2           31          
 446.702     ARRIVE      64          11          0           1           480         2           2           31          
 446.702     SUP         299         11          0           1           480         0           2           31          
 446.702     START_S     294         11          0           1           480         0           2           31          
 446.739     FINISH      290         11          0           1           480         2           2           31          
 446.739     CHECK_S     247         11          0           1           480         3           2           31          
 446.739     SUP         300         11          0           1           480         3           2           31          
 446.739     START_S     295         11          0           1           480         3           2           31          
 446.739     RESTK       30          11          0           1           480         2           2           31          
 447.078     FINISH      291         11          0           1           480         2           1           31          
 447.078     CHECK_S     248         11          0           1           480         3           1           31          
 447.078     SUP         301         11          0           1           480         3           1           31          
 447.078     START_S     296         11          0           1           480         3           1           31          
 448.551     FINISH      292         11          0           1           480         0           1           31          
 448.551     CHECK_S     249         11          0           1           480         1           1           31          
 448.551     SUP         302         11          0           1           480         1           1           31          
 448.551     START_S     297         11          0           1           480         1           1           29          
 450.466     FINISH      293         11          0           1           480         1           1           29          
 450.466     CHECK_S     250         11          0           1           480         2           1           29          
 450.466     SUP         303         11          0           1           480         2           1           29          
 450.466     START_S     298         11          0           1           480         2           1           29          
 451.299     FINISHR     29          50          0           1           480         1           3           29          
 452.632     FINISH      294         50          0           1           480         2           3           29          
 452.632     CHECK_S     251         50          0           1           480         3           3           29          
 452.632     SUP         304         50          0           1           480         3           3           29          
 452.632     START_S     299         50          0           1           480         3           3           29          
 452.773     FINISH      295         50          0           1           480         2           1           29          
 452.773     CHECK_S     252         50          0           1           480         3           1           29          
 452.773     SUP         305         50          0           1           480         3           1           29          
 452.773     START_S     300         50          0           1           480         3           1           29          
 452.773     RESTK       31          50          0           1           480         2           1           29          
 452.844     FINISH      296         50          0           1           480         3           3           29          
 452.844     CHECK_S     253         50          0           1           480         4           3           29          
 452.844     SUP         306         50          0           1           480         4           3           29          
 452.844     START_S     301         50          0           1           480         4           3           29          
